LATENCY	COMPRESSION
0.0020453879999422497	 97.72727272727273
0.0019464629999674798	 100.0
0.001999974000000293	 79.54545454545455
0.001981922999902963	 79.54545454545455
0.0019317399999181362	 79.54545454545455
0.0019480280000152561	 79.54545454545455
0.0018537759999617265	 61.36363636363637
0.0020163889998912055	 79.54545454545455
0.001989345000083631	 79.54545454545455
0.0019746240000131365	 84.0909090909091
0.0019702700001289486	 84.0909090909091
0.001946683999904053	 65.9090909090909
0.001446843000167064	 63.63636363636363
0.001515587999847412	 63.63636363636363
0.0017452179999963846	 81.81818181818181
0.001956189000111408	 97.72727272727273
0.001925657000128922	 95.45454545454545
0.001967806000038763	 95.45454545454545
0.0021020319998115156	 113.63636363636364
0.002100175000123272	 113.63636363636364
0.0018469589999767777	 113.63636363636364
0.0019294650001029368	 95.45454545454545
0.0018986769998718955	 97.72727272727273
0.0018627690001267183	 97.72727272727273
0.0018062139999983629	 61.36363636363637
0.0018467319998762832	 61.36363636363637
0.0018573250001736596	 63.63636363636363
0.0018596289999095461	 63.63636363636363
0.001877456000102029	 63.63636363636363
0.0018762400000014168	 59.09090909090909
0.0018980340000780416	 59.09090909090909
0.0018503799999507464	 59.09090909090909
0.0018517889998292958	 59.09090909090909
0.0016258699999980308	 59.09090909090909
0.0010569450000730285	 31.818181818181817
0.0010365919999912876	 31.818181818181817
0.0010295520000909164	 31.818181818181817
0.0010823540001183574	 31.818181818181817
0.0010799220001445065	 31.818181818181817
0.001091923000103634	 31.818181818181817
0.00113371699990239	 31.818181818181817
0.0011214290000225446	 31.818181818181817
0.0011127559998840297	 31.818181818181817
0.0010946109998712927	 31.818181818181817
0.0011746469999707188	 31.818181818181817
0.000983533999942665	 31.818181818181817
0.0012231609998707427	 31.818181818181817
0.0012312900000779337	 31.818181818181817
0.001247034000016356	 31.818181818181817
0.0012002480000319338	 31.818181818181817
0.0011684379999223893	 31.818181818181817
0.0011889510001310555	 31.818181818181817
0.001077426999927411	 31.818181818181817
0.00117029500006538	 31.818181818181817
0.0011383559999558202	 31.818181818181817
0.0011362440000084462	 31.818181818181817
0.0010993469998084038	 31.818181818181817
0.001123251000080927	 31.818181818181817
0.0011513489998833393	 31.818181818181817
0.0011320189998969	 31.818181818181817
0.001090513999997711	 31.818181818181817
0.0011692699999912293	 31.818181818181817
0.001135763999855044	 31.818181818181817
0.0011565330000848917	 31.818181818181817
